reviewId,userName,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appId
gp:AOqpTOG_iaEz0M9Kc5b_WZcFEIWi1Qbpz1GOlxqA4RMo_yOAy2FOzIhDrtDsNzv9OkX1MrWODRZ-r6V_IWg2IA,Miss Mischievous,Uneligable to sign up for Zoom?,1,0,5.3.52883.0928,10/1/2020 22:26,,,us.zoom.videomeetings
gp:AOqpTOFCwiAAWLgkQDJjJ_6ewdwMs0_O5l8x6F3EywydQ_sr1B9GvuvL9gyPQpDptHu5sB42tf08QNIAJTcWBA,Daniel Roxton,This Mf sucks lol. big pain,1,0,5.3.52883.0928,10/1/2020 22:26,,,us.zoom.videomeetings
gp:AOqpTOH2SYyNOQBb8fFZ7QIP2MJxGbSsP1nFCNA4POTqRljgebZs-AXVwmjko3r1PS3hVmTNiVs5EogxIty1fQ,Thomas Irimpan,App can't download,1,0,,10/1/2020 22:05,,,us.zoom.videomeetings
gp:AOqpTOE9H0DA8iCNbYbDyOKjyA1D9d3TL4O4QrCwRFt_maQF0tcNhe5Q3MXK9QKfKfCgkX0Qnbg_LJM1SByeyQ,Anthony rodriguez,I was forced to download this app,1,0,5.3.52883.0928,10/1/2020 22:00,,,us.zoom.videomeetings
gp:AOqpTOFO7tDoOfGqO0L3l5tgilhox8v66S-ApQJB2JlgC0mTjfvCSIx5SiOaXGVx3nTgFeXfu_j0OCk2rrIvQw,Thacurlyheadkid YT,Its horrible it cuts out constantly,1,0,5.3.52883.0928,10/1/2020 21:59,,,us.zoom.videomeetings
gp:AOqpTOETWNCWefpp6AoI8IHK4P85DBAsMjX4-5EV5nI000s4eO5kLbKxKnvysyy3yDTfWbsRE2PTqZkmkjnZlg,Victor Jackson,"Poor experience due to bad service, voice cracking, trip off and so on especially so after the recent updates.",1,0,5.3.52883.0928,10/1/2020 21:43,,,us.zoom.videomeetings
gp:AOqpTOEoxF5SnmktIUnD-LI009ls_xKNAmcxXqOhuIteEBBfowGCGVjpATUJSpJHQaAYYaxcVVMDFkCoR7qswQ,Janeile Martin,ðŸ–“ zoom suck,1,0,5.0.26211.0602,10/1/2020 21:18,,,us.zoom.videomeetings
gp:AOqpTOErMaYvjmyHu2iNE4vbaixN4fJ-Akd24dObHzLZX5HkNcD3EIjBAJNypKCXaJIdcjeIIsgmmsD00umsoA,Cassandra Merriam,This app tells me that my mic is muted but I have turned it on an up an I still can not hear on this. I am so disliking this app.,1,0,5.3.52883.0928,10/1/2020 20:38,,,us.zoom.videomeetings
gp:AOqpTOFLtE-_XCkVvR0R6Qj5xCKX_x-ibI8tHj18kx_4sMql39tw9rsEzFQIFjrKkfBM53Clwml71qet1chSbg,Menslove Desir,it not that bad but the adio omg soo anoing and why u dont have a mute all button on zoom why my teacher need to tell us to mute it BUT SOME OF THEM DONT LISTEN WAT KINDA METTING APP IS THIS,1,0,5.3.52883.0928,10/1/2020 20:38,,,us.zoom.videomeetings
gp:AOqpTOH3knIuM9oQD-1gE9u3mHHfutlzWIdygXmZ0HdylYYuEaLkj7jorrDyyDVxpkVwkEXKGRdLW2GjgzK9eA,Sujeet Kumar,"Please make the video pause facility, because I'm losing my data rapidly after the new update.",1,0,,10/1/2020 20:34,,,us.zoom.videomeetings
gp:AOqpTOEXIfWZgaR2UHhyO9s62GrpxUb1rytlpxsY8wKA3lmz1gCC-ECGh3d0FmZeiLrMbqw0sDbuq6eIQzx4eA,Jhanvi Shah,Not more working last update was verybadðŸ˜•,1,0,5.3.52883.0928,10/1/2020 20:24,,,us.zoom.videomeetings
gp:AOqpTOHDLj2aDf4z_g-pgmbMyRGGrOFx6C-G4VtyEuup1zWyv30Ste-dE0YPb_KdZx24uqVS4VNVeV3B8fM3Ig,MattMark420,Doesn't let me turn on audio making the app useless.,1,0,,10/1/2020 20:21,,,us.zoom.videomeetings
gp:AOqpTOGA3facPM4_Bg5Ok3l7MwmR7a-BU_75BcLbMC_k04XRPuUq1sJalDoEwS1vuwsFVPgQkVnRLsPZeRg25Q,Ebby Njega,Not downloading,1,0,,10/1/2020 20:15,,,us.zoom.videomeetings
gp:AOqpTOHZbC3KkPHJf0whBey_5G0SsZZIVSEOS2LeDT9xzZIUIwd6-WTfLAieLjOcCULW19R4syLh8vKplJhvfQ,broccoli bob,GET IT OFF,1,0,5.3.52883.0928,10/1/2020 20:12,,,us.zoom.videomeetings
gp:AOqpTOFWmVmR4ulV2ey--Kmm2KVpx5ksGQzH6OE6MLYHtKgBMDTD2sRl_nuPKNvJtDs271I62ZnN3D1jflsDyQ,Ansari Afaque,Please Provide Virtual Background in All Devices Please.,1,0,5.3.52883.0928,10/1/2020 20:09,,,us.zoom.videomeetings
gp:AOqpTOEqy3j9wQAjuFssXB8G1w1AWNPxceXlOVYCN9AwI-VYSCsjf_v1tdLcswqDfoedgu2A_GHqATOlIe1qlA,bharath anand,Zoom loves My Mobile's Battery Per HR it's consuming 18% ðŸ˜•ðŸ˜¢ðŸ˜¢ Please slove This Issue!,1,0,5.3.52883.0928,10/1/2020 20:04,,,us.zoom.videomeetings
gp:AOqpTOE8lgYbOqGu5Seeci9_anZgJm85S5mK0IPX79rfuF2syBwb4a4dNU3C1qdvJlPuWVgbag-sMCpEdZ5YBQ,Sanjid Rahman,net is so slow. I can't shere onedrop file through it. Dumb app.,1,0,5.3.52883.0928,10/1/2020 19:58,,,us.zoom.videomeetings
gp:AOqpTOF-DGTAhGoZfRiSDbAnajfyd102oTBIRqkXcSBCdzAWK7XkKmFOtCOECr3m_yIBaB-wcQ8qNYunQ2t3WQ,Khonziwe Ndlela,I can't access the meetings,1,0,5.3.52883.0928,10/1/2020 19:57,,,us.zoom.videomeetings
gp:AOqpTOGps7qnsm-A_YoZ_HZGHRK8GDGK0OxmW-ahrNELDdUkErJKW_flWgg_1v4ZUeEwDw-qPNpSU34AtuvzYw,Roslyn s,Terrible please delete,1,0,,10/1/2020 19:56,,,us.zoom.videomeetings
gp:AOqpTOEigofXpsamVEqIMqAeIc--BT3yIZbu8SMiF0hm83A3Vj82-M5SRwLiVZbBtgP0pRZrH5UbjbUIa427gA,Rishimith Singh Rajput,3rd class app haiðŸ˜‚,1,0,5.3.52883.0928,10/1/2020 19:56,,,us.zoom.videomeetings
gp:AOqpTOHbYMIb9eJqKCgwfDiUD6AX0GxrV7XprwvVKv8wClD_pozVwCMXnwBqXvmurb70SEe--_meVv-ofDSlsw,SUPERCELL supercell,Bosdikea ku bnaya app ..,1,0,,10/1/2020 19:55,,,us.zoom.videomeetings
gp:AOqpTOGfnisAV6yFk22YmEV_LoCNTKWKXEN1F_cZwt8dFBMFDB9tYt0bZPJwGUkqfRYlugreftzRlmC3DxUd6Q,Glittery Rose,Hate it. My password is always incorrect when it's not!!,1,0,5.3.52883.0928,10/1/2020 19:52,,,us.zoom.videomeetings
gp:AOqpTOF6Xq5SNGWCOFCT2nRv3y1esmxadqrj-J2RWgU4cQfot8kD0t78TlrdjlvGKVecPvO6SXo0PRdGenW_zw,Meeket Tank,Worst app in the world,1,0,,10/1/2020 19:45,,,us.zoom.videomeetings
gp:AOqpTOHeQD4YamwvoQZbaJqw0oBI7hd8gFBYRSlvc0GaJ81KOdZSxPj_bBX05u9KdqgK7oSEMxJTDkDvvxUFHQ,Balram Yadav,Downlod krne me problam aati h hame,1,0,5.1.27838.0614,10/1/2020 19:44,,,us.zoom.videomeetings
gp:AOqpTOFsjDPVfzPq8GG053AtjJPyEH4WvKSMPWD-Sx7lm_kntnbJiW54WmkXjcEvGGb4S0Ki0inVDFH5hTGFvg,Sophia Hidalgo,Always kicks me off a meeting,1,0,,10/1/2020 19:41,,,us.zoom.videomeetings
gp:AOqpTOGOIOVJY91guDJd9Cu28UOLhvx0C9DvfYyYya666uy9LAruF9-VcQIuJYjaGdeq4hJgr66waTdAzOsKfg,Venkatesh S,Strack this application very bad performance,1,0,,10/1/2020 19:31,,,us.zoom.videomeetings
gp:AOqpTOGmn5l--7uYdbP6Q0VsOA6C9VNfPA0p6PExGjzkV151CptsG9nOIjwyUcRLkHPOjBvA0lr37Aifx38XmA,Mostapha Benhenda,No way to turn off notifications when screen sharing,1,0,5.3.52883.0928,10/1/2020 19:30,,,us.zoom.videomeetings
gp:AOqpTOFSVCkq61Um4WHjyGMIA6WpMm1engiWjOB5pZR9bKGMjLliZcm0XTzteERKv8hTiho4HmUpGKAa7MwJiA,Soni Abbi,"It's a great app but after the new update, I'm facing audio issues. I am not able to hear anything.plz fix it. The audio is kinda blurry and sometimes it just goes blank.",1,0,5.3.52883.0928,10/1/2020 19:30,,,us.zoom.videomeetings
gp:AOqpTOHlL89BYbX9uOMIIRbakOAiTFxe31KTHvbjW8FCvsXbA_q-KQMVFUX-DBim_kjmd7N4c2SDgvWbhR4zcg,Pritanshu Sardar,Disgusting,1,0,5.3.52640.0920,10/1/2020 19:30,,,us.zoom.videomeetings
gp:AOqpTOGMpGAzpn3VrJ2hDVgWIhXdCD2oeQlV97nmiaIOHBoa2iM0sXFsrYTu9as9yR3Zthryl8Wu0-R8SR71NQ,Dharmik Pujara,"If my video is on, in the participant's list showing that my video is off but in gallary view showing that my video is on. Please do something and solve this error and Please insert background change option for all mobile users, I can not use the virtual background change option. And how can I reduse data usage of zoom in mobile.",1,0,,10/1/2020 19:29,,,us.zoom.videomeetings
gp:AOqpTOHBCNJLkEEgaAyec3c7_xR6F7ocybplKi4wyfaJ_n6m3bpdCTy8BrWZr5Yv1LVnPy9crfH_EKwEiYGZcA,Aastha Raj,"I switch on my video, still it shows that my video is off in the participant section ! FIX THIS PLZ",1,0,5.3.52883.0928,10/1/2020 19:28,,,us.zoom.videomeetings
